Customer_id,State,Area,TimeZone,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
N762092,ND,Urban,America/Denver,1,48,36901.24,Separated,Female,Yes,7.436719685,13,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Electronic Check,4.61174735,194.976769,768.0341067,3,3,5,4,4,4,4,3
K402176,PA,Suburban,America/New_York,2,72,27660.28,Never Married,Male,No,5.833716636,15,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,9.94963312,112.455141,882.5591385,4,4,4,4,3,4,2,3
O139361,CO,Urban,America/Denver,2,18,39092.7,Separated,Male,No,7.79720649,9,1,1,No,Month-to-month,Yes,No,None,Yes,Yes,Yes,No,No,No,No,No,Yes,Electronic Check,15.71358455,115.002061,1679.045392,5,5,3,4,4,4,3,6
I407574,CA,Suburban,America/Los_Angeles,4,33,43436.42,Never Married,Male,Yes,7.584336396,11,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,12.60420397,242.61428,1809.863378,2,3,4,6,4,4,3,4
H523864,TX,Suburban,America/Chicago,1,33,56327.41,Divorced,Male,No,14.18701742,14,0,0,No,Two Year,Yes,No,DSL,Yes,No,No,No,Yes,Yes,No,Yes,No,Electronic Check,17.92733138,152.47417,2295.960298,2,3,2,4,3,3,4,1
N794031,NJ,Urban,America/New_York,0,76,16762.99,Married,Female,Yes,11.54198689,7,1,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Mailed Check,6.818705821,217.483972,955.0181592,5,4,5,2,5,4,5,3
Z964652,AR,Urban,America/Chicago,0,55,46854.5,Widowed,Male,No,10.51853461,12,0,0,No,Two Year,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Mailed Check,15.97494301,159.979358,2035.008705,3,3,3,3,4,2,4,4
P176039,WI,Rural,America/Chicago,3,48,34372.27,Widowed,Male,Yes,7.871451091,13,2,1,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Credit Card (automatic),14.39399314,169.967067,1681.813552,4,4,4,2,6,2,4,2
A531249,NY,Urban,America/New_York,0,87,24378.22,Never Married,Male,Yes,10.67112794,13,1,0,No,Two Year,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),9.983052758,215.159141,1774.760154,4,5,4,4,4,3,3,4
Y979093,IL,Urban,America/Chicago,1,74,31198.52,Separated,Female,No,12.01473007,13,2,1,No,One year,Yes,No,None,Yes,No,No,No,Yes,No,Yes,Yes,No,Bank Transfer(automatic),2.704950495,187.656013,711.7404846,4,3,4,2,4,3,4,2
V673184,NM,Urban,America/Denver,1,55,38162.85,Divorced,Male,Yes,9.241864687,15,2,2,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Credit Card (automatic),20.83084927,207.609354,2221.139588,4,5,4,4,4,2,3,3
Y786322,OH,Rural,America/New_York,3,65,36333.77,Widowed,Male,Yes,10.48393458,13,3,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Electronic Check,1.225588884,192.440432,547.9869964,3,3,3,3,5,2,4,4
A613334,NC,Urban,America/New_York,2,44,13288.6,Never Married,Male,No,12.67159952,13,0,1,No,One year,No,No,DSL,No,No,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,10.44973947,152.457857,1768.55004,2,3,3,4,4,2,3,3
R760297,PA,Suburban,America/New_York,3,19,25446.01,Divorced,Female,No,8.414092289,10,0,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Credit Card (automatic),3.418302206,207.609354,926.9394553,3,3,3,4,3,2,4,3
Y793007,KY,Urban,America/New_York,4,87,26129.83,Never Married,Male,No,6.292455476,13,3,0,Yes,One year,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,No,Electronic Check,4.837990763,162.468917,715.3186358,5,5,4,5,4,3,4,3
B14813,MO,Rural,America/Chicago,0,85,76184.47,Separated,Female,Yes,8.665638946,10,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Electronic Check,1.963127209,172.470522,771.9557231,2,2,2,2,5,1,2,2
F421496,WI,Urban,America/Chicago,3,27,81803.03,Married,Male,Yes,14.63754555,15,0,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Credit Card (automatic),10.34247598,129.948316,1671.469773,3,3,4,4,3,5,1,3
W198106,VA,Suburban,America/New_York,1,55,54981.51,Widowed,Female,Yes,15.09456492,12,0,1,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,No,No,Yes,Yes,Credit Card (automatic),1.156719701,137.461553,358.4232611,3,3,2,6,4,3,3,4
U750518,LA,Rural,America/Chicago,0,47,112031.33,Widowed,Male,No,12.48009091,14,1,0,Yes,One year,Yes,Yes,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,17.3999197,175.133074,1935.461046,4,5,4,4,3,6,6,5
S755342,NH,Rural,America/New_York,1,73,69444.54,Never Married,Male,No,7.207577411,12,3,0,No,Month-to-month,No,No,None,Yes,Yes,No,No,No,No,No,Yes,Yes,Electronic Check,3.124488057,147.471303,520.8892347,3,4,4,4,2,4,4,3
I845157,KY,Suburban,America/New_York,1,68,57844.94,Married,Female,Yes,13.72595127,9,2,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Electronic Check,6.958063425,197.470195,1356.12218,5,5,5,3,3,5,4,2
L259175,MS,Rural,America/Chicago,3,50,36772.35,Divorced,Male,Yes,7.987261514,14,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Credit Card (automatic),7.010189312,179.965581,914.8863272,4,4,5,6,1,5,4,5
W252609,NH,Suburban,America/New_York,3,23,22853.63,Divorced,Male,Yes,13.96678169,13,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Electronic Check,2.447985699,147.473844,638.4642534,5,5,4,4,4,3,6,4
P619108,OR,Rural,America/Los_Angeles,1,36,39702.07,Separated,Male,No,3.356393859,16,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,4.269258862,174.975543,919.2881691,6,5,5,3,3,4,3,4
P78007,ME,Rural,America/New_York,3,53,27546.33,Widowed,Male,No,16.41256411,11,1,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Credit Card (automatic),8.343625652,162.446995,1515.532948,4,4,4,3,4,4,3,5
E137592,OH,Urban,America/New_York,2,62,27329.96,Never Married,Female,No,13.37613844,16,0,2,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,No,Electronic Check,4.397705634,147.460067,476.4598684,5,4,4,5,2,5,4,5
I894965,KY,Suburban,America/New_York,3,89,56631.76,Divorced,Female,No,6.839793198,12,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,No,Mailed Check,11.08150154,182.45383,1140.151122,3,3,2,3,4,4,2,4
E505861,ME,Urban,America/New_York,3,74,135171.31,Divorced,Female,No,4.789435489,10,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,7.273510936,144.960655,677.1757219,4,3,4,2,5,4,2,4
N321214,KY,Suburban,America/New_York,10,28,7619.18,Never Married,Female,Yes,12.28145524,13,2,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Mailed Check,12.01513041,142.452604,2138.553831,5,4,4,3,5,4,4,3
T667020,MA,Suburban,America/New_York,3,19,65377.87,Married,Female,No,9.863350742,12,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,4.845060681,147.442069,746.2481195,4,4,3,3,3,3,3,4
W226633,TX,Urban,America/Chicago,0,63,23514.45,Widowed,Male,Yes,10.6945716,17,4,0,Yes,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Electronic Check,11.19078648,104.964303,1370.012453,4,3,4,4,3,2,2,4
A663417,TX,Suburban,America/Chicago,0,26,121993.18,Divorced,Female,No,13.25969872,10,2,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,16.91776871,139.9678,1754.601627,5,5,5,6,3,6,4,5
L361543,AZ,Suburban,America/Phoenix,1,45,35556.27,Widowed,Female,Yes,12.2300724,12,0,0,Yes,Month-to-month,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,No,Credit Card (automatic),21.16641251,182.460772,2115.906589,3,1,2,4,4,3,2,1
H297976,NY,Rural,America/New_York,1,29,42326.58,Divorced,Female,No,9.953164978,13,0,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Electronic Check,25.88644227,164.988941,2576.783187,2,3,3,2,3,3,4,3
G371724,ID,Urban,America/Boise,0,87,4523.8,Divorced,Male,No,13.69110294,11,1,0,No,One year,No,No,DSL,Yes,No,No,Yes,Yes,No,No,No,Yes,Electronic Check,15.59096202,127.473844,1826.678884,4,3,3,3,5,3,2,2
R244586,CA,Suburban,America/Los_Angeles,0,27,7128.27,Widowed,Male,No,8.71758667,5,2,0,Yes,Month-to-month,No,Yes,None,Yes,No,No,Yes,Yes,No,No,Yes,No,Mailed Check,13.03099332,149.984492,1559.824693,4,4,4,5,3,3,5,4
H518825,MI,Suburban,America/Detroit,10,50,126457.41,Never Married,Female,No,18.94289163,13,1,3,No,Month-to-month,No,Yes,None,Yes,No,No,No,No,No,No,No,No,Electronic Check,8.034201127,79.978861,961.7341695,4,3,3,1,4,5,4,2
N864022,IL,Suburban,America/Chicago,4,41,29093.29,Never Married,Female,No,8.249879184,8,1,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Yes,Electronic Check,1.124656757,137.468591,409.5740796,2,2,3,2,4,3,2,2
Z807165,NJ,Suburban,America/New_York,0,70,65477.76,Widowed,Female,No,12.97906926,13,2,1,Yes,Two Year,No,No,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Mailed Check,3.551651444,164.978458,1048.538032,3,2,2,4,4,2,2,5
O866592,NY,Rural,America/New_York,1,74,18185.88,Widowed,Female,No,12.57260598,16,3,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,7.925553778,154.975543,1460.729298,3,4,4,3,4,5,4,3
Z723653,IA,Urban,America/Chicago,0,72,34217.69,Never Married,Male,No,13.58758162,12,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),3.685081574,160.00128,539.9859818,2,3,4,6,3,5,3,6
L529868,MD,Rural,America/New_York,0,71,56034.16,Separated,Female,No,5.615789376,11,0,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Electronic Check,2.659423565,182.460772,483.4546178,1,4,2,5,2,3,2,3
Z973803,TX,Rural,America/Chicago,4,55,16526.81,Widowed,Male,Yes,10.86355397,12,2,0,No,Month-to-month,No,No,None,Yes,No,No,No,Yes,No,Yes,No,Yes,Electronic Check,1.355493769,117.485813,541.4070913,5,4,4,3,4,5,4,6
O521013,NM,Suburban,America/Denver,10,89,80803.77,Divorced,Female,No,13.5735625,11,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Electronic Check,7.442451151,159.965008,1030.206721,3,3,4,4,3,5,3,4
D79066,IL,Urban,America/Chicago,3,38,40392.47,Widowed,Male,Yes,9.73677222,11,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,11.03162791,172.455519,1442.347357,2,4,2,4,3,4,4,4
M708037,IA,Rural,America/Chicago,0,21,43889.69,Never Married,Female,No,8.332567184,14,1,0,No,Month-to-month,Yes,No,None,No,No,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,9.141192423,129.976324,1204.678983,4,5,5,5,4,4,3,3
H378177,IN,Suburban,America/Indiana/Indianapolis,3,71,30101.28,Married,Male,No,5.210753949,17,0,2,No,Two Year,No,Yes,None,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),4.633545041,139.99789,730.1829735,5,4,4,2,4,3,5,3
W949462,ID,Suburban,America/Los_Angeles,2,49,26569.81,Divorced,Female,No,10.43343891,10,2,1,Yes,One year,Yes,Yes,DSL,No,No,Yes,No,No,No,No,No,No,Bank Transfer(automatic),9.22316707,94.972827,1304.854276,4,4,4,3,5,4,4,5
X888490,WA,Urban,America/Los_Angeles,6,74,67521.69,Separated,Male,No,7.67710837,15,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Mailed Check,24.0737635,169.937833,2410.11164,3,5,4,4,3,5,3,3
W66069,ND,Urban,America/Chicago,3,34,62441.01,Never Married,Male,Yes,4.87057775,13,1,2,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Mailed Check,7.771315315,187.484705,1278.688937,2,2,3,2,3,4,3,2
N663585,KY,Urban,America/New_York,0,42,19165.73,Separated,Female,No,5.221173325,11,0,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),5.7018635,172.462354,831.9771606,4,5,4,3,5,3,4,4
Z526333,PR,Urban,America/Puerto_Rico,3,26,33846.23,Married,Female,Yes,8.106603381,11,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Mailed Check,2.456217972,275.119794,995.4220744,5,6,4,3,3,5,4,5
A959352,RI,Suburban,America/New_York,0,48,24892.78,Widowed,Female,No,8.546096292,17,0,1,No,Month-to-month,No,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,No,Credit Card (automatic),2.849622074,194.976769,592.8646912,4,3,4,2,4,6,4,5
M79725,TX,Suburban,America/Chicago,0,42,77107.03,Divorced,Female,No,14.90633873,12,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,12.61694943,112.455141,1055.617042,3,3,3,3,4,5,4,4
B286935,WI,Rural,America/Chicago,0,88,35108.41,Separated,Male,Yes,14.54049442,8,0,1,No,Month-to-month,No,Yes,None,Yes,No,Yes,Yes,No,No,No,Yes,No,Bank Transfer(automatic),2.967533379,139.979239,525.3069851,3,3,5,1,4,3,5,5
V492229,LA,Suburban,America/Chicago,2,41,32296.27,Married,Male,No,8.627473352,13,2,0,Yes,One year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit Card (automatic),4.44463064,245.131966,1128.690355,4,3,3,2,5,3,2,3
P331793,OH,Urban,America/New_York,4,55,27019.83,Widowed,Female,No,11.27833464,13,3,0,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Credit Card (automatic),10.92247392,162.446995,1668.779606,3,3,2,3,6,1,2,2
E919874,NC,Rural,America/New_York,2,20,12353.15,Married,Male,Yes,10.92368132,11,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),5.696461819,169.937833,958.2229045,4,3,5,4,4,3,3,4
D598850,IN,Urban,America/Indiana/Indianapolis,3,83,35982.39,Married,Male,No,10.6224092,10,1,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,Yes,No,Yes,No,No,Credit Card (automatic),5.173463744,139.981577,825.6469228,3,4,3,1,4,2,2,3
V658272,IA,Suburban,America/Chicago,0,42,42104.6,Divorced,Male,No,9.271510114,8,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Bank Transfer(automatic),9.339307484,144.960655,941.291001,4,4,5,5,1,6,6,5
L985245,IA,Rural,America/Chicago,8,43,55656.36,Married,Male,Yes,14.19303472,19,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),1.699850064,184.978458,900.3977089,2,2,3,3,4,2,2,3
Z282830,CA,Suburban,America/Los_Angeles,1,72,48881.55,Widowed,Male,Yes,9.095661093,9,3,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),3.955928538,197.483972,1260.12789,5,5,3,4,1,3,5,4
R687130,MS,Urban,America/Chicago,5,45,32000.75,Widowed,Male,Yes,7.686998495,18,0,0,No,One year,No,No,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,9.652842643,220.161527,1618.259683,5,4,6,4,3,6,5,3
S06268,NE,Rural,America/Chicago,1,18,29822.31,Widowed,Male,Yes,11.72310409,14,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Electronic Check,16.53244292,147.442069,1727.882293,3,3,3,2,4,2,3,2
D164540,PA,Urban,America/New_York,4,30,72270.25,Never Married,Male,No,0.120057716,15,1,1,No,One year,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Mailed Check,4.777862937,164.985293,1464.442974,3,3,5,3,3,4,4,5
Z703867,KY,Urban,America/Chicago,0,25,27669.39,Married,Male,Yes,8.498824483,12,1,0,Yes,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,No,No,Electronic Check,22.57289049,147.456419,2588.843484,5,4,4,3,4,4,4,3
I110420,PA,Rural,America/New_York,0,58,42027.65,Never Married,Female,No,7.723994889,11,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Electronic Check,8.571860106,104.97808,1170.35317,5,4,5,4,3,4,3,4
T824376,CO,Suburban,America/Denver,0,86,69014.19,Widowed,Female,Yes,10.58554141,15,0,0,No,Two Year,No,No,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,7.195810535,220.114868,1409.882802,5,5,5,2,5,3,4,3
B68757,MO,Rural,America/Chicago,1,88,63827.57,Never Married,Male,Yes,6.204764784,10,3,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Credit Card (automatic),2.978504665,182.446995,486.1105716,2,4,1,5,3,3,2,3
V91565,AL,Suburban,America/Chicago,5,48,16502.68,Never Married,Male,No,9.457948968,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),2.661961707,160.00128,688.7644008,4,3,4,2,4,1,3,4
Z517352,MN,Suburban,America/Chicago,7,86,45181.64,Never Married,Male,Yes,6.974510376,16,2,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,2.834098048,240.114868,901.5457844,3,3,2,3,2,3,4,2
L156274,IN,Urban,America/Chicago,3,39,45244.57,Separated,Male,Yes,11.5455462,12,4,0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Electronic Check,8.637184433,255.155493,1568.344567,3,1,2,3,4,2,4,3
S664476,CA,Suburban,America/Los_Angeles,1,55,27457.73,Never Married,Female,Yes,10.28781284,11,1,0,Yes,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),10.46190099,220.114868,1809.921626,3,4,3,3,5,2,3,3
A568113,SC,Urban,America/New_York,0,34,7326.3,Widowed,Male,No,9.24582929,8,4,1,No,Two Year,No,No,DSL,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),4.861047755,142.471255,1192.174805,3,3,3,5,1,4,4,3
L932066,PA,Suburban,America/New_York,0,69,60631.73,Widowed,Female,Yes,6.336266086,10,3,1,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Credit Card (automatic),9.62893496,179.947583,953.8934493,5,4,4,4,2,5,5,4
A943825,KS,Rural,America/Chicago,8,72,55708.35,Divorced,Female,No,11.95403555,13,1,0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Credit Card (automatic),4.248159714,140.004928,682.4871065,2,3,2,5,3,4,3,2
U100638,CA,Suburban,America/Los_Angeles,2,66,36635.39,Never Married,Male,No,5.245083025,13,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Mailed Check,7.912612583,187.484705,1154.565474,3,3,4,3,3,3,5,5
Z587554,VA,Urban,America/New_York,2,39,11435.62,Married,Male,Yes,8.931385159,14,0,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,3.135848347,127.488728,677.2734494,4,3,5,4,4,4,3,4
Z458777,OH,Urban,America/New_York,0,56,3381.33,Married,Female,No,8.350691799,13,1,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,No,Mailed Check,9.31669305,162.471255,1024.582571,4,3,3,3,3,2,3,3
M689888,OH,Urban,America/New_York,3,44,57644.66,Never Married,Male,Yes,13.18140871,16,3,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,6.485770796,137.483594,1291.915318,3,3,3,3,3,3,3,2
Y735827,KY,Rural,America/Chicago,2,18,41967.93,Separated,Male,No,17.04978252,13,0,2,No,One year,No,No,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,10.55505829,149.944668,1755.239032,4,4,5,4,2,4,3,6
L812206,CO,Urban,America/Denver,1,70,27990.52,Divorced,Male,No,8.304302989,12,1,1,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,No,Credit Card (automatic),19.43267321,172.47417,1884.50089,4,5,3,5,2,5,5,5
O852145,MI,Rural,America/Detroit,1,46,29318.41,Married,Male,Yes,13.65178245,10,1,0,No,One year,No,No,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,2.108441505,184.979684,1029.123182,3,3,4,4,5,4,4,4
F34950,WI,Rural,America/Chicago,4,30,33315.46,Married,Male,No,14.81141178,12,1,0,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Mailed Check,16.08842518,199.990219,2489.519356,3,2,3,3,4,3,3,3
I124986,AL,Urban,America/Chicago,1,76,42506.64,Married,Male,Yes,10.95303334,9,0,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Electronic Check,4.860645308,172.503404,742.7794122,2,2,4,3,4,4,3,4
N434328,ME,Rural,America/New_York,4,33,6878.84,Separated,Female,No,8.61275076,11,1,0,No,One year,Yes,No,None,Yes,No,Yes,No,No,No,No,No,No,Mailed Check,18.88610542,82.496547,1797.14783,2,3,5,2,3,2,4,2
Z900859,CA,Rural,America/Los_Angeles,1,74,11856.64,Married,Male,Yes,15.95494909,15,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,No,Credit Card (automatic),11.73492964,182.446995,1249.494056,5,5,5,5,2,4,4,4
Y952292,TX,Rural,America/Chicago,0,21,19017.34,Separated,Male,Yes,12.03501573,10,1,0,No,Month-to-month,No,Yes,None,Yes,No,No,Yes,No,No,Yes,Yes,No,Mailed Check,9.841085026,197.628838,1495.341126,3,3,4,5,2,5,4,4
H490984,MI,Suburban,America/Detroit,2,71,62781.25,Married,Male,Yes,11.66278135,11,0,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Bank Transfer(automatic),7.819783852,174.988208,1516.797047,2,1,1,4,4,4,3,3
X683383,IL,Urban,America/Chicago,4,66,5601.94,Divorced,Female,Yes,13.63078539,10,0,1,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),29.70527547,164.967019,3293.015758,4,3,3,4,3,4,2,2
N464571,GA,Urban,America/New_York,0,66,41527.17,Widowed,Male,Yes,11.51565844,9,1,0,No,Month-to-month,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Electronic Check,2.478012402,207.475448,1057.037731,2,3,2,4,3,4,2,3
L497687,NJ,Rural,America/New_York,0,35,11098.51,Never Married,Male,Yes,4.48844021,15,2,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Credit Card (automatic),4.089115347,255.119794,1467.90459,3,2,3,5,4,4,4,4
S351935,VT,Urban,America/New_York,4,25,50670.27,Divorced,Male,Yes,12.69180844,13,1,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,No,Yes,No,No,Bank Transfer(automatic),20.96092159,142.452604,2743.734408,4,4,4,3,5,3,4,6
X65353,MN,Rural,America/Chicago,0,43,30118.57,Widowed,Male,No,7.636999105,12,0,0,Yes,Month-to-month,No,Yes,DSL,Yes,No,No,No,Yes,Yes,No,No,No,Bank Transfer(automatic),4.55454522,117.487242,976.9718156,2,3,4,6,2,4,3,5
G27660,MI,Rural,America/Detroit,4,72,12704.28,Divorced,Male,Yes,12.02547979,12,0,0,Yes,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Credit Card (automatic),2.876901531,275.119794,956.9132284,4,5,4,3,2,5,4,4
M373201,PA,Urban,America/New_York,3,25,54567.1,Divorced,Female,Yes,8.842844227,12,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,No,Mailed Check,5.682066541,172.47417,884.6278615,5,5,4,4,2,6,5,4
C696811,KY,Urban,America/New_York,9,43,54250.43,Divorced,Female,Yes,11.16875063,10,0,0,No,Two Year,No,No,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,Credit Card (automatic),3.187512279,159.947583,1201.898094,2,3,2,2,5,2,3,2
P729485,NE,Suburban,America/Denver,1,57,73645.85,Never Married,Female,No,1.726524839,10,0,0,No,Two Year,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,No,No,No,Bank Transfer(automatic),7.93260821,157.483594,810.4941232,6,5,6,2,4,5,5,4
A159743,AK,Suburban,America/Anchorage,0,23,41979.65,Widowed,Male,Yes,6.209819263,9,1,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Credit Card (automatic),5.146834768,172.456745,1237.560637,4,3,5,4,4,5,4,4
U956918,TX,Urban,America/Chicago,1,20,40057.18,Divorced,Male,No,14.81848646,5,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Electronic Check,21.63512984,179.947583,2211.379038,4,5,4,4,4,4,4,4
